id,name,engname,latitude,longitude,add_name,add_names,,,general_description,literary_description,description_of_production,key_persons,facts,summary_description,links,dislocation,type,year_of_creation,year_of_closing,notes,year_of_resuming,year_of_second_closing,,year_of_repeated_resuming,year_of_third_closing,year_of_moving,,second_dislocation,latitude_2,longitude_2,year_of_repeated_moving,,third_dislocation,latitude_3,longitude_3,year_of_third_moving,,fourth_dislocation,latitude_4,longitude_4,date_of_merger_1,new_name,merger_1,date_of_merger_2,new_name_2,merger_2,date_of_merger_23,merger_3,date_of_separation,separation_1,separation_2,separation_3,separation_4,separation_5,separation_6,max_people,,date_if_max_people,people_1923,people_1924,people_1925,people_1926,people_1927,people_1928,people_1929,people_1930,people_1931,people_1932,people_1933,people_1934,people_1935,people_1936,people_1937,people_1938,,people_1939,people_1940,people_1941,,people_1942,,,people_1943,people_1944,people_1945,,people_1946,people_1947,,people_1948,,people_1949,people_1950,people_1951,people_1952,,people_1953,,people_1954,people_1955,people_1956,people_1957,people_1958,people_1959,people_1960,hydro_building,train_building,capital_building,building_plants,highways_building,airfield_building,mining_industry,logging,energy_facilities,agriculture,inning,fuel_industry,photos,video
321,Рудбакалстрой и ИТЛ,,54.938064,58.809171,ИТЛ Рудбакалстроя,,,,"Заключенные лагеря должны были быть направлены на строительство Бакальских рудников — рудной базы Бакальского металлургического завода, однако, вероятно, лагерь фактически не был организован","По документации лагерь существовал с января по март 1942 г., однако, вероятно, фактически не был организован. Его управление располагалось на станции Бакал Южно-Уральской железной дороги (Челябинская область) (ныне - город Бакал). Предполагалось направить в лагерь Рудбакалстроя в I квартале 1942 г. 3000 заключенных, которые должны бали быть заняты строительством Бакальских рудников",строительство Бакальских рудников — рудной базы Бакальского металлургического завода,,"С 17.03.1942 г. строительство Бакальских рудников возложено на Бакальский лагерь.
Вероятно, лагерь фактически не был организован",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-292.htm,станция Бакал Южно-Уральской железной дороги (Челябинская область) (ныне - город Бакал),ИТЛ,1942,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Предполагалось направить в лагерь Рудбакалстроя 3000 заключенных,1942,,,,,,,,,,,,,,,,,,,,,,,предполагалось направить в лагерь 3000 заключенных,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,строительство Бакальских рудников — рудной базы Бакальского металлургического завода,,,,,,,
267,Сталинградский ИТЛ,Stalingradsky ITL [Stalingrad Corrective Labour Camp] (Stalingradlag),48.707103,44.516939,Сталинградлаг,,,,Узники Сталинградского лагеря были заняты на строительстве железной дороги Саратов - Сталинград. ,"Сталинградский лагерь действовал с января по июнь 1942 г., его управление находилось в городе Сталинграде (ныне Волгоград). Число заключенных а лагере достигало до 7200 человек","Строительство железной дороги Саратов—Сталинград на участке Сталинград—Камышин, подсобное сельское хозяйство",,09.06.42 Сталинградский лагерь переименован в Нижне-Волжский лагерь,,http://www.memo.ru/history/nkvd/Gulag/r3/r3-322.htm,город Сталинград (ныне Волгоград),ИТЛ,1942,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7188,,1942,,,,,,,,,,,,,,,,,,,,,,7188,,,,,,,,,,,,,,,,,,,,,,,,,,,Строительство железной дороги Саратов—Сталинград на участке Сталинград—Камышин,,,,,,,,подсобное сельское хозяйство,,,,
38,Тагильский ИТЛ,,57.92205,59.96097,"Нижнетагильский ИТЛ, Тагиллаг, Тагилстрой",,,,"Тагильский ИТЛ функционировал в 1942-1953 годах при Управлении Тагилстроя. Средняя численность заключенных за 11 лет составила 22000 человек. Лагерный контингент использовался на самых разных работах, но основной задачей лагеря было обеспечение рабочей силой строительство металлургических заводов будущего Урало-Кузбасского промышленного комплекса.","Тагильский ИТЛ был организован в январе 1942 года при Управлении строительства нового Урало-Кузбасского комплекса промышленных предприятий. Основной целью лагеря было снабжение рабочей силой строительства заводов и фабрик в Нижнем Тагиле, однако, как и на всех масштабных стройках, заключенные использовались для выполнения самых разных работ по указанию Управления Тагилстроя, от обслуживания песчаных карьеров и строительства плотин до изготовления сельскохозяйственной продукции и мебели. Количество заключенных, занятых в Тагиллаге, доходило до 43423 человек. В первый год работы была отмечена крайне высокая смертность - почти 50% численности лагерного контингента (10000 из 24000 человек). 
Лагерь был закрыт в апреле 1953 года, за время существования лагеря был создан костяк производственных сооружений одного из крупнейших на территории СССР металлургических комплексов2","Строительство Ново-Тагильского металлургического и коксо-химического заводов, цехов металлоконструкций (з/к участвовали и в проектных работах), строительство огнеупорного завода, Высокогорского рудоуправления, Северо-Лебяжского рудника, дробильно-обогатительной и агломерационной фабрик, Гороблагодатского рудоуправления, жилья, обслуживание Строительства 865 с 10.06.1946, мастерских по производству газогенераторов, работа на заводе 63 НКБ (100 з/к) с 17.06.1942, строительство танкодрома и дорог на заводе 183 Наркомтанкпрома, работа на бутовом карьере, кирпичном и известковом заводах, на заводе шлакоблочных камней, изготовление цемента, строительство дрожжевых установок, ТЭЦ, водошламохранилища с дамбой на реке Черемшанке, ремонт плотин, обслуживание песчаного карьера, подсобного совхоза, лесозаготовки, сельскохозяйственные работы в совхозах «Аксариха» Камышловского р-на Свердловской области и «Таманкул» Далматовского района Курганской области с 06.05.1943, строительство железнодорожной ветки, обслуживание Лобвинского лесокомбината, реконструкция Черноисточинской плотины, в январе 1953 г. — строительные, лесозаготовительные, земляные, деревообрабатывающие, эксплуатационные и погрузочные работы для Тагилстроя, лесозаготовительные, строительные и эксплуатационные работы для Стройтреста 88 Министерства машиностроительных предприятий, строительные и лесозаготовительные работы для Челябметаллургстроя, работа на заводе 56 Министерства сельскохозяйственного машиностроения, добыча руды для Гороблагодатского рудоуправления Министерства Черной Металлургии, эксплуатационные работы для Уралвагонзавода Министерства транспортного машиностроения, швейные, валяльные, сельскохозяйственные работы, изготовление мебели.",,"В 1942-1943 годах в лагере работало более 3500 тысяч выселенных с Повольжья немцев.
С 15.04.1943 г. в состав Тагиллага включен реорганизованный Черноисточинский ИТЛ для инвалидов и слабосильных.
В первый год работы, с 27.01.1942 по 17.04.1943, начальником лагеря являлся Яков Давыдович Рапопорт, - на тот момент старший майор Государственной Безопасности - одна из ключевых фигур аппаратов ГПУ-НКВД-МГБ СССР, руководивший крупнейшими стройками этих органов: в 30-е годы Беломорстроем (Беломоро-Балтийский ИТЛ), строительством канала ""Москва-Волга"" (Дмитровский ИТЛ) и Волгостроем (Волжский ИТЛ); заместитель начальника ГУЛАГа ОГПУ, после войны - начальник Главгидростроя МВД СССР",,http://www.memo.ru/history/NKVD/GULAG/r3/r3-409.htm,"Свердловская область, город Нижний Тагил",ИТЛ,1942,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43423,,1943,,,,,,,,,,,,,,,,,,,,,,24025,,,43423,25712,17003,,,16329,,,,,,20005,18945,,17875,,,,,,,,,"Строительство водошламохранилища с дамбой на реке Черемшанке, ремонт плотин, реконструкция Черноисточинской плотины.",Строительство железнодорожной ветки?,Строительство жилья при Тагилстрое.,"Строительство Ново-Тагильского металлургического и коксо-химического заводов, цехов металлоконструкций (з/к участвовали и в проектных работах), строительство огнеупорного завода, Высокогорского рудоуправления, Северо-Лебяжского рудника, дробильно-обогатительной и агломерационной фабрик, Гороблагодатского рудоуправления, обслуживание Строительства 865 с 10.06.1946, строительство дрожжевых установок, строительные работы для Тагилстроя, Стройтреста 88, Челябметаллургстроя.
",Строительство танкодрома и дорог на заводе 183 Наркомтанкпрома.,,"Работа на бутовом карьере, обслуживание песчаного карьера, земляные работы для Тагилстроя, 
добыча руды для Гороблагодатского рудоуправления Министерства Черной Металлургии.
","Обслуживание Лобвинского лесокомбината, в январе 1953 г. — лесозаготовительные, деревообрабатывающие, эксплуатационные и погрузочные работы для Тагилстроя, лесозаготовительные, эксплуатационные работы для Стройтреста 88 Министерства машиностроительных предприятий, лесозаготовительные работы для Челябметаллургстроя.",Строительство ТЭЦ для Тагилстроя.,"Сельскохозяйственные работы в совхозах «Аксариха» Камышловского р-на Свердловской области и «Таманкул» Далматовского района Курганской области с 06.05.1943,",,,,
380,Химкинский ОЛП,,55.838384,37.525765,"Химкинский лагерный участок, Химлагучасток,
ЛП Строительства мехбазы Главпромстроя",,,,"Заключенные Химкинского лагеря выполняли обслуживающие работы на промышленном производстве, жилищном строительстве, в Южной гавани города Воскресенск ","Химкинский лагерь был открыт в декабре 1942 г. и закрыт в декабре 1944 г., его управление располагалось в селе Никольское (ныне в черте города Москва). Заключенные, число которых достигало 2872 человек, строили гидротехнические сооружения, жилые дома, обслуживали промышленные предприятия","Строительство и обслуживание механической базы Главпромстроя в составе механического, котельного, литейного и сварочного цехов, работы в совхозе «Уваровка», на кирпичном заводе в Бескудниково, на строительстве дома 52 по улице Чкалова, работы в Южной гавани и городе Воскресенск",,Лагерь закрыт 19.12.1944 г. — передан в состав Управления исправительно-трудовых лагерей и колоний УНКВД по Московской области,,http://www.memo.ru/history/nkvd/Gulag/r3/r3-448.htm,село Никольское (ныне в черте города Москва),ИТЛ,1942,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2872,,1944,,,,,,,,,,,,,,,,,,,,,,,,,1150,2872,,,,,,,,,,,,,,,,,,,,,,,,"работы на кирпичном заводе в Бескудниково, на строительстве дома 52 по улице Чкалова","строительство механической базы Главпромстроя в составе механического, котельного, литейного и сварочного цехов",,,,,,работы в совхозе «Уваровка»,,,,
23,Алтайский ИТЛ,Altaysky CLC,52.569325,78.928415; 51.817652,Алтайлаг,,,,"Алтайский исправительно-трудового лагерь был крупнейшим в Алтайском крае исправительно-трудовым лагерем. Трудами заключенных была построена железнодорожная ветка Кулунда-Михайловское, осваивалась территория степного Алтая","Алтайский лагерь существовал с января 1943 г. по апрель 1945 г., его управление первоначально располагалось в районе станции Кулунда, а с января 1944 г. в селе Михайловка Алтайского края. Заключенные, число которых достигало 6300 человек, строили железную дорогу Кулунда - Михайловское, участвовали в промышленном и жилищном строительстве","Строительство железной дороги Кулунда-Михайловское, строительство зданий для содовых печей Михайловского содового завода, жилищное строительство","Н.А. Заболоцкий - поэт, переводчик","Алтайский ИТЛ был сформирован из Нижне-Амурского ИТЛ (до 5000 заключенных с механизмами, оборудованием, автоколоннами). Других лагерей ГУЛЖДС в этом районе не было.                                                                                                                                                                                                                                 Расформирование Алтайского ИТЛ связано с окончанием строительства Михайловского содового завода и сдачей железной дороги в постоянную эксплуатацию в третьем квартале 1944 г.",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-7.htm,"станция Кулунда Омской железной дороги (ныне село Кулунда Алтайского края); 
Алтайский край, село Михайловка Михайловского района",ИТЛ,1943,1945,,,,,,,1944,,село Михайловка Михайловского района Алтайского края,51.817652,79.721561,1945,,Караганда ,49.793044,73.093732,,,,,,1945,Управление Саранского ИТЛ и Строительства ГУЛЖДС,,,,,,,,,,,,,,6473,,1943,,,,,,,,,,,,,,,,,,,,,,,,,6473,6273,4024,,,,,,,,,,,,,,,,,,,,,,строительство железной дороги Кулунда-Михайловское,жилищное строительство,строительство зданий для содовых печей Михайловского содового завода,,,,,,,,,,
122,Восточный ИТЛ в составе Строительства 500,East CLC at Construction 500,49.669979,140.103902,,,,,"Участок железнодорожной линии Комсомольск - Советская Гавань приобрел острую важность в условиях, когда о время Второй мировой войны Япония фактически блокировала тихоокеанское побережье Советского Союза. Утрата западных экономических районов страны диктовала необходимость усиления транспортных коммуникаций на востоке","Восточный ИТЛ действовал с мая 1943 г. по январь 1947 г., его управление находилось в городе Советская Гавань. Заключенные, число которых достигало 21000 человек, строили участок железной дороги от Советской Гавани до перевала через хребет Сихотэ-Алинь, портовые сооружения в бухтах Ванино и Константиновская","Строительство участка железнодорожной линии Комсомольск—Советская Гавань от Советской Гавани до перевала через хребет Сихотэ-Алинь (исключительно), а также причалов и портовых сооружений в бухте Ванино и Константиновская",,"С учетом приоритетного характера строительства № 500 на более поздние сроки была перенесена сдача в рабочую эксплуатацию некоторых других железнодорожных линий, сооружаемых НКВД. Особый статус новостройки наложил отпечаток даже на связь. Телеграфный обмен депешами по строительству № 500 на трассе Комсомольск - Москва производился вслед за правительственными. Это значительно повышало оперативность управления.                                                             В начале августа 1945 г. специальная правительственная комиссия приняла дорогу, паромную переправу через Амур и береговые сооружения в порту Ванино во временную эксплуатацию. По ней сразу же пошли составы, превратив Советскую Гавань в крупный опорный пункт нашего флота и десантных войск, проводивших операции по освобождению Южного Сахалина и Курильских островов. Строительные работы на дороге продолжались параллельно с ее эксплуатацией.           
В 1947 г. Управление Восточным лагерем  переименовано в Управление Ангарского ИТЛ МВД, переброшено в Братск для осуществления строительства участка Братск—Усть-Кут. 
Принадлежность поселка Тумнино Приморскому краю сомнительна — вся железная дорога Комсомольск—Советская Гавань проходит по территории Хабаровского края, в Хабаровском крае. находится и станция Тумнин примерно в 100 километрах от Советской Гавани.
На работах ИТЛ использовали также военопленные: на 01.01.1946 г. — 19 695 человек, на 01.01.1947 г. — 12 221 человек
",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-69.htm,"Приморский край, поселок Тумнино (ныне поселок Тумнин, Ванинский район, Хабаровский край)",ИТЛ,1943,1947,,,,,,,1943,,"город Советская Гавань (ныне город Советская Гавань, Советско-Гаванский район, Хабаровский край)",48.96644,140.285128,1947,,город Братск,56.151362,101.63408,,,,,,,,,,,,,,,,,,,,,20553,,1945,,,,,,,,,,,,,,,,,,,,,,,,,,12977,20553,,10157,3122,,,,,,,,,,,,,,,,,,,"строительство участка железнодорожной линии Комсомольск—Советская Гавань от Советской Гавани до перевала через хребет Сихотэ-Алинь (исключительно), а также причалов и портовых сооружений в бухте Ванино и Константиновская",,строительство причалов и портовых сооружений в бухте Ванино и Константиновская,,,,,,,,,,
204,Каспийский ИТЛ,,46.35883,48.05964,"ИТЛ при Управлении Строительства № 2 ГУАСа,
Строительство № 2 НКВД, Каспийлаг",,,,"Каспийский ИТЛ функционировал в 1943-1946 годах, его заключенные использовались на строительстве топливных предприятий.","Каспийский ИТЛ был организован в районе Астрахани в марте 1943 года, его заключенные использовались на строительстве трубопровода нефтепродуктов Махачкала - Астрахань - станция Сайхин (Казахской ССР). Однако уже в октябре 1943г. управление лагеря было перенесено в Баку. Лагерь был закрыт в сентябре 1946 года.","Обслуживание работ Управления Строительства № 2 Главного Управления Аэродромного Строительства (ГУАС) НКВД, в том числе: строительство трубопровода светлых нефтепродуктов на участке Махачкала—Астрахань—станция Сайхин, Махачкалинского промысла Дагнефти, 5 компрессорных и 2 вакуум-компрессорных станций для Азнефтекомбината Наркомнефти. После реорганизации ГУАСа НКВД — предоставление рабочей силы Строительству № 2 Министерства Строительства Топливных Предприятий (МСТП) на основе договора между ГУЛАГом и МСТП.",,"Один из двух лагерей (второй - Вяземский ИТЛ), бывших в подчинении ГУАСа НКВД.",,http://memo.ru/history/nkvd/gulag/r3/r3-193.htm,"Астраханская область, город Астреахань",ИТЛ,1943,1946,,,,,,,1943,,"Азербайджанская ССР, город Баку",40.40926,49.86709,,,,,,,,,,,,,,,,,,,,,,,,,,3513,,1943,,,,,,,,,,,,,,,,,,,,,,,,,3513,3282,,,,,,,,,,,,,,,,,,,,,,,,,"Обслуживание работ Управления Строительства № 2 Главного Управления Аэродромного Строительства (ГУАС) НКВД, в том числе: строительство трубопровода светлых нефтепродуктов на участке Махачкала—Астрахань—станция Сайхин, Махачкалинского промысла Дагнефти, 5 компрессорных и 2 вакуум-компрессорных станций для Азнефтекомбината Наркомнефти. После реорганизации ГУАСа НКВД — предоставление рабочей силы Строительству № 2 Министерства Строительства Топливных Предприятий (МСТП) на основе договора между ГУЛАГом и МСТП.",,,,,"Обслуживание работ Управления Строительства № 2 Главного Управления Аэродромного Строительства (ГУАС) НКВД, в том числе: строительство трубопровода светлых нефтепродуктов на участке Махачкала—Астрахань—станция Сайхин, Махачкалинского промысла Дагнефти, 5 компрессорных и 2 вакуум-компрессорных станций для Азнефтекомбината Наркомнефти. После реорганизации ГУАСа НКВД — предоставление рабочей силы Строительству № 2 Министерства Строительства Топливных Предприятий (МСТП) на основе договора между ГУЛАГом и МСТП.",,,,,
140,"Гурьевский ИТЛ
",,47.106719,51.90313,Гурлаг,,,,Узники строили нефтепровод по направлению Гурьев - Уральск,"Гурьевский лагерь существовал менее двух месяцев (1943 г.), его управление располагалось в городе Гурьев Казахская ССР, данных о количестве узников нет",Строительство нефтепровода на участке Гурьев—Уральск,,"Фактически организован не был в связи с изменением планов строительства трубопровода для светлых продуктов. Взамен ранее утвержденной трассы Гурьев—Куйбышев предложена новая трасса (Махачкала—Астрахань—Саратов), для обслуживания которой организован Каспийский лагерь.                                                    Максимальное количество заключенных неизвестно",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-82.htm ,"Казахская ССР, город Гурьев",ИТЛ,1943,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Строительство нефтепровода на участке Гурьев—Уральск,,
277,ИТЛ и Строительство 4-го углеразреза Карагандинской области,,49.806406,73.085485,"Строительство № 4 и ИТЛ ГУЛЖДС, Карагандауголь НКВД",,,,"Караганда является крупным индустриально-промышленным центром Казахстана, и немало усилий к этому приложили узники ГУЛАГа Казахской ССР","Карагандауголь существовал с апреля 1943 г. по март 1944 г., его управление располагалось в город Караганда. В лагере содержалось до 3000 заключенных, занятых на строительстве угольного разреза",Строительство 4-го угольного разреза в Карагандинском угольном бассейне,,"Строительство 4-го угольного разреза в Карагандинском угольном бассейне возложено на ГУЛЖДС с марта 1943 года Дислокация Управление Строительства и ИТЛ объявлена 23 апреля 1943 года. В связи с окончанием строительства 4-го угольного разреза приказано к 01.03.44 передать разрез комбинату Карагандауголь Народного комиссариата угольной промышленности;
лагерь не упоминается, последнее известное упоминание Строительства № 4 и ИТЛ ГУЛЖДС — в приказе от 13.03.44.  Для обеспечения строительства рабочей силой приказано передать 7000 военнопленных (Спасозаводский лагерь) и 2 строит. колонны в количестве 600 человек заключенных Волжского лагеря и строительства гидротехнических узлов",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-138.htm ,"Казахская ССР, город Караганда",ИТЛ,1943,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2914,,1943,,,,,,,,,,,,,,,,,,,,,,,,,2914,2864,,,,,,,,,,,,,,,,,,,,,,,,,,,,Строительство 4-го угольного разреза в Карагандинском угольном бассейне,,,,,,,
456,ИТЛ Челябметаллургстроя,,55.160026,61.402599,"Челябинский ИТЛ, Челяблаг",,,,"Начавшаяся война вынудила советское руководство вплотную заняться вопросами развития опорного промышленного района на Урале. Первоначально строительство БМК было поручено гражданскому ведомству, использовавшему в качестве рабочей силы вольнонаемных рабочих и военно-строительные батальоны.
Однако довольно скоро становится понятно, что на добровольной основе проблему набора рабочей силы для возведения крупного промышленного объекта в стране социализма не решить. Тогда строительство было передано данному лагерю","Челябинский лагерь действовал с января 1943 г. по май 1947 г., его управление дислоцировалось в городе Челябинск. В лагере содержалось до 13915 заключенных, занятых на строительстве металлургического завода, в промышленном, дорожном, гражданском и жилищном строительстве, на добыче полезных ископаемых","Строительство Челябинского металлургического завода, изготовление и монтаж металлоконструкций, монтаж производственного оборудования, сантехнические работы, кладка промышленных печей, строительство теплоэлектроцентрали, разработка кварцитового карьера, Тургоякского известкового карьера, лесозаготовки (в том числе в Ильменском заповеднике), строительство жилья, дробильно-сортировочной фабрики и паровозного депо на Тургоякском руднике, Бакальского рудоподготовительного комбината, работы на Нижне-Увельском руднике, обслуживание Строительства 859 с 04.06 по 11.10.1946 г., строительство дрожжевых установок, в состав Челябметаллургстроя в 1944–1945 гг. входило Управление восстановительных работ в городе Чапаевск, в том числе строительство второй очереди завода № 15 Народного комиссариата боеприпасов, строительство дорог, установки грануляции шлака, жилья, коммунальных и культурно-бытовых объектов (медицинские и детские учреждения, дом культуры), завода контрольно-измерительной аппаратуры «Теплоприбор», обслуживание Рудбакалстроя, карбидное, портняжное, сапожное, пимокатное производства ",,"Впервые Челябметаллургстрой упомянут 17.09.1942 г., однако и после этой даты продолжают встречаться упоминания его вероятного предшественника — Бакалстроя. В пользу того, что Челябметаллургстрой (как строительная организация) является наследником Бакалстроя, говорит то, что совпадают строительный объект, дислокация и начальник. Вместе с тем, лагерь Челябметаллургстроя, скорее всего, был воссоздан заново, так как к концу 1942 г. в Бакальском лагере практически не оставалось заключенных, не было их и в январе 1943 г., а на 01.01.1943 г. лагерь в сводках не значился",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-180.htm,город Челябинск ,ИТЛ,1943,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13915,,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13915,,,,,,,,,,,,,,,,,,,,"строительство жилья, коммунальных и культурно-бытовых объектов (медицинские и детские учреждения, дом культуры)","строительство Челябинского металлургического завода, дробильно-сортировочной фабрики и паровозного депо на Тургоякском руднике, Бакальского рудоподготовительного комбината, строительство дрожжевых установок, в состав Челябметаллургстроя в 1944–1945 гг. входило Управление восстановительных работ в городе Чапаевск, в том числе строительство второй очереди завода № 15 Народного комиссариата боеприпасов, строительство завода контрольно-измерительной аппаратуры «Теплоприбор»",строительство дорог,,"разработка кварцитового карьера, Тургоякского известкового карьера, работы на Нижне-Увельском руднике, установки грануляции шлака",лесозаготовки (в том числе в Ильменском заповеднике),строительство теплоэлектроцентрали,,,,,
465,Котласский сельскохозяйственный ИТЛ,Kotlassky agricultural CLC,61.25297,46.633217,Котласлаг,,,,"Лагерь был организован в октябре 1943 г. в связи с увеличением объема сельскохозяйственных работ, производимых Котласским отделом Главного управления железнодорожного строительства и необходимостью укрепления режима содержания заключенных","Котласский сельскохозяйственный лагерь сущестовал с октября 1943 г. по июнь 1945 г. Его управление дислоцировалось в Архангельской области, городе Котлас. Максимальное количество заключенных -   8629 человек, занятых в сельском хозяйстве и прочих подсобных работах","Обслуживание Котласской сельскохозяйственной фермы, а с 13.03.1942 г. — совхозов: имени 10-летия Коми АССР, «Мутницкого» Коми АССР, «Ардашевского», имени 8 Марта, «Фаленковского» Кировской, «Комсомолец» и «Шахуньского» Горьковской, «Красавинского» и «Красный Север» Вологодской, «Красноборского» и «Черевковского» Архангельской области, работы центральной ремонтной местерской, ДОКа, пересыльного пункта (город Котлас), жилищной группы административно-хозяйственного отдела в городе Киров ",,"При ликвидации Котласского сельскохозяйственного лагеря совхозы «Ардашевский» и имени 10-летия Коми АССР переданы Наркомату бумажно-целлюлозной промышленности СССР, совхоз «Комсомолец» — Унженскому лагерю, имени 8 Марта — Вятскому лагерб, остальные хозяйства, склады, мастерские, производственные, служебные и жилые помещения — Северо-Печорскому лагерю",,http://www.memo.ru/history/nkvd/Gulag/r3/r3-207.htm,"Архангельская область, город Котлас ",ИТЛ,1943,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8629,,1944,,,,,,,,,,,,,,,,,,,,,,,,,,8629,6207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"обслуживание Котласской сельскохозяйственной фермы, а с 13.03.1942 г. — совхозов: имени 10-летия Коми АССР, «Мутницкого» Коми АССР, «Ардашевского», имени 8 Марта, «Фаленковского» Кировской, «Комсомолец» и «Шахуньского» Горьковской, «Красавинского» и «Красный Север» Вологодской, «Красноборского» и «Черевковского» Архангельской области",,,,
173,Лобвинский ИТЛ,,59.184664,60.511604,"Лобвинлаг, Лобвинстрой, ИТЛ и Строительство
Лобвинского гидролизного завода",,,,"Лобвинский лагерь был сосредоточен на строительстве гидролизного завода, строительстве и обслуживании других промышленных предприятий","Лобвинский исправительно-трудовой лагерь существовал с февраля 1943 г. по август 1945 г., его управление находилось в районе станции Лобва. В лагере содержалось до 1834 заключенных, занятых на строительстве гидролизного завода, в строительстве и обслуживании промышленных предприятий","Строительство Лобвинского гидролизного завода, теплоэлектростанции, жилья и цеха дрожжей, литейное, пошивочно-ремонтное, кирпичное и гончарное производства ",,В приказе о включении в дислокацию станции Лобва железной дороги имени Кагановича ошибочно указаны дислокация (станция Лобва Амурской железной дороги) и адрес. Ошибка исправлена необычно — приказом об изменении дислокации,,http://www.memo.ru/history/nkvd/Gulag/r3/r3-226.htm,"Станция Лобва железной дороги имени Кагановича (Свердловской железной дороги), Свердловская область (ныне - поселок Лобва, Новолялинский район, Свердловская область)",ИТЛ,1943,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834,,1943,,,,,,,,,,,,,,,,,,,,,,,,,1834,1735,1704,,,,,,,,,,,,,,,,,,,,,,,строительство жилья  ,"строительство Лобвинского гидролизного завода, цеха дрожжей",,,,,строительство теплоэлектростанции,,,,,
